sale_date,sale_price,h3_index,gross_square_feet,year_built,building_age,residential_units,total_units,distance_to_center_km,borough,building_class,property_segment,price_tier,neighborhood,h3_price_lag,predicted_price,prediction_error,abs_pct_error
2024-06-07 14:11:01.101836416,2931378,882a1072b9fffff,691.100204103338,1952,73,2.0,3.0,1.355363781968788,1,B2,SMALL_MULTI,luxury,CHELSEA,2689682.0,2807695.2,-123682.75,0.042192699133308635
2024-06-11 07:12:43.272120224,2651380,882a100d23fffff,1413.1344345651546,1970,55,4.0,6.0,5.948975394027207,2,R4,ELEVATOR,entry,PARK_SLOPE,2611442.0,2544724.8,-106655.25,0.04022631610708386
2024-06-15 00:14:25.442404032,2291964,882a100d23fffff,783.1284915083077,1989,36,3.0,4.0,25.91679466922813,4,R4,SINGLE_FAMILY,premium,FLUSHING,2611442.0,2544804.8,252840.75,0.1103161960659068
2024-06-18 17:16:07.612687840,2648057,882a100d61fffff,1449.9806908540118,2011,14,3.0,3.0,10.377944678419285,1,S2,WALKUP,premium,PARK_SLOPE,2680327.0,2794756.2,146699.25,0.055398826384779484
2024-06-22 10:17:49.782971648,2320250,882a100d23fffff,786.5910698312575,1933,92,1.0,3.0,3.0811009961661173,4,R4,SINGLE_FAMILY,premium,MIDTOWN,2611442.0,2557274.2,237024.25,0.10215461695937937
2024-06-26 03:19:31.953255456,2991300,882a100d23fffff,1012.184933877712,1993,32,3.0,4.0,19.726869171080413,5,S2,SMALL_MULTI,luxury,HARLEM,2611442.0,2926225.2,-65074.75,0.021754671881790526
2024-06-29 20:21:14.123539264,2870150,882a100d2dfffff,1067.2095385929422,1950,75,5.0,6.0,8.524924725372278,1,S2,ELEVATOR,core,PARK_SLOPE,2658528.0,2552325.2,-317824.75,0.11073454349075833
2024-07-03 13:22:56.293823040,2936772,882a100d2dfffff,1639.117523705119,2014,11,,1.0,7.674222178735973,4,S2,SINGLE_FAMILY,core,HARLEM,2658528.0,2913506.8,-23265.25,0.007922048425958842
2024-07-07 06:24:38.464106848,3079181,882a100d23fffff,1613.3044997740865,1960,65,1.0,1.0,27.94377326451964,3,D4,ELEVATOR,premium,HARLEM,2611442.0,2907625.2,-171555.75,0.05571473388540654
2024-07-10 23:26:20.634390656,2439258,882a100d61fffff,639.427180599127,1996,29,5.0,6.0,24.056262115740992,4,C6,ELEVATOR,core,CHELSEA,2680327.0,2369815.2,-69442.75,0.028468800758263375
2024-07-14 16:28:02.804674464,2525694,882a100d2dfffff,1224.720349949932,1939,86,3.0,3.0,11.54067135062598,1,S2,SINGLE_FAMILY,core,HARLEM,2658528.0,2517468.5,-8225.5,0.003256728645671249
2024-07-18 09:29:44.974958272,2881036,882a100d23fffff,880.6890653628723,1954,71,2.0,4.0,27.451261577298677,4,S2,SINGLE_FAMILY,luxury,MIDTOWN,2611442.0,2832997.2,-48038.75,0.01667412347502773
2024-07-22 02:31:27.145242080,2166428,882a100d23fffff,633.6727901960994,1988,37,1.0,1.0,18.27314761105414,4,C6,ELEVATOR,entry,WILLIAMSBURG,2611442.0,2148239.8,-18188.25,0.00839550171988176
2024-07-25 19:33:09.315525888,2436691,882a1072b9fffff,1102.3423273090334,1921,104,2.0,2.0,20.82822416225733,5,A1,WALKUP,premium,WILLIAMSBURG,2689682.0,2514283.8,77592.75,0.03184349185021818
2024-07-29 12:34:51.485809696,2734713,882a100d61fffff,1061.1827451948811,1947,78,2.0,2.0,1.0760625976854823,4,S2,ELEVATOR,premium,ASTORIA,2680327.0,2680654.5,-54058.5,0.01976752222262446
2024-08-02 05:36:33.656093504,3567936,882a1072b9fffff,2292.022418855485,2017,8,1.0,1.0,3.580626209875988,3,D4,WALKUP,luxury,FLUSHING,2689682.0,3428214.8,-139721.25,0.0391602455873648
2024-08-05 22:38:15.826377312,3242165,882a100d61fffff,1394.8319214123132,2001,24,5.0,6.0,17.799766516595426,3,R4,ELEVATOR,luxury,PARK_SLOPE,2680327.0,3136177.2,-105987.75,0.03269042445402995
2024-08-09 15:39:57.996661120,2167983,882a100d2dfffff,580.0721246605932,1957,68,4.0,4.0,25.19286671765565,4,R4,ELEVATOR,core,FLUSHING,2658528.0,2327730.8,159747.75,0.07368496431936966
2024-08-13 08:41:40.166944928,2680504,882a100d61fffff,945.851698123076,1929,96,3.0,3.0,17.540075585235158,3,B2,ELEVATOR,premium,MIDTOWN,2680327.0,2567275.5,-113228.5,0.042241496375308524
2024-08-17 01:43:22.337228736,2926770,882a100d23fffff,1659.6224829432292,1979,46,,2.0,3.925892062067972,1,B2,ELEVATOR,entry,HARLEM,2611442.0,2778410.2,-148359.75,0.05069060773480663
2024-08-20 18:45:04.507512544,3455213,882a100d23fffff,2139.7992477914663,1917,108,1.0,1.0,3.418129285647825,5,R4,WALKUP,luxury,WILLIAMSBURG,2611442.0,3408826.5,-46386.5,0.013425076833179315
2024-08-24 11:46:46.677796352,2260727,882a100d61fffff,486.3075094929187,1985,40,1.0,1.0,23.66836790390947,4,R4,SINGLE_FAMILY,entry,FLUSHING,2680327.0,2106659.2,-154067.75,0.06814964832109317
2024-08-28 04:48:28.848080160,2179275,882a100d61fffff,354.0340266874298,1920,105,4.0,4.0,4.072605016080018,4,D4,SINGLE_FAMILY,entry,MIDTOWN,2680327.0,2065908.6,-113366.375,0.05202022461598468
2024-08-31 21:50:11.018363968,3254301,882a100d61fffff,2041.934328917302,1892,133,1.0,2.0,14.662448502011909,1,C6,ELEVATOR,premium,WILLIAMSBURG,2680327.0,3111666.0,-142635.0,0.043829688771874514
2024-09-04 14:51:53.188647776,2896756,882a1072b9fffff,1375.3263798169069,1913,112,1.0,1.0,1.2317502949520032,4,B2,ELEVATOR,premium,HARLEM,2689682.0,2778303.0,-118453.0,0.04089160426352789
2024-09-08 07:53:35.358931584,2908458,882a100d61fffff,809.2682706556351,1904,121,1.0,2.0,2.442619533474731,3,C6,ELEVATOR,luxury,FLUSHING,2680327.0,2846817.2,-61640.75,0.02119361874917912
2024-09-12 00:55:17.529215392,2833974,882a100d2dfffff,1440.583088755096,1934,91,1.0,2.0,18.89128184047164,4,D4,SINGLE_FAMILY,premium,WILLIAMSBURG,2658528.0,2817279.2,-16694.75,0.005890932662049828
2024-09-15 17:56:59.699499168,2122601,882a1072b9fffff,,1897,128,10.0,12.0,19.35924320988496,1,R4,SINGLE_FAMILY,premium,PARK_SLOPE,2689682.0,2604547.0,481946.0,0.22705444876356884
2024-09-19 10:58:41.869782976,2689320,882a1072b9fffff,1201.5189779687223,1960,65,1.0,1.0,9.692849503714696,4,S2,SINGLE_FAMILY,premium,PARK_SLOPE,2689682.0,2712910.8,23590.75,0.008772012999568665
2024-09-23 04:00:24.040066784,2346218,882a100d61fffff,1347.5195277793885,1997,28,2.0,2.0,6.193951473756645,5,C6,SINGLE_FAMILY,entry,ASTORIA,2680327.0,2563410.8,217192.75,0.09257142771899286
2024-09-26 21:02:06.210350592,3335907,882a100d2dfffff,1615.9215627920237,2004,21,1.0,1.0,22.82114552705316,1,R4,ELEVATOR,luxury,ASTORIA,2658528.0,3302110.0,-33797.0,0.010131277640533743
2024-09-30 14:03:48.380634400,2526695,882a1072b9fffff,743.746821468358,1992,33,4.0,6.0,6.235469779262952,5,R4,SINGLE_FAMILY,core,WILLIAMSBURG,2689682.0,2467398.0,-59297.0,0.02346820649108816
2024-10-04 07:05:30.550918208,2297318,882a100d23fffff,1238.5592226315116,2014,11,1.0,2.0,15.268352536725356,3,A1,WALKUP,entry,MIDTOWN,2611442.0,2527433.0,230115.0,0.10016680320269114
2024-10-08 00:07:12.721202016,2492722,882a1072b9fffff,783.5589182731858,1946,79,5.0,6.0,27.11620577598877,4,C6,SMALL_MULTI,premium,PARK_SLOPE,2689682.0,2469655.0,-23067.0,0.009253739486392786
2024-10-11 17:08:54.891485824,2469930,882a100d61fffff,1314.9226900534427,1919,106,2.0,2.0,4.31029777257427,4,S2,SINGLE_FAMILY,entry,MIDTOWN,2680327.0,2490408.0,20478.0,0.008290923224544826
2024-10-15 10:10:37.061769632,2328733,882a100d2dfffff,797.0941549366391,2003,22,1.0,3.0,26.356360236352906,3,C6,WALKUP,premium,MIDTOWN,2658528.0,2619709.0,290976.0,0.12495034853716591
2024-10-19 03:12:19.232053440,2906382,882a100d61fffff,1016.3546223779008,2006,19,2.0,2.0,5.284426875308989,4,R4,ELEVATOR,premium,WILLIAMSBURG,2680327.0,2736140.0,-170242.0,0.05857523202387023
2024-10-22 20:14:01.402337248,2090260,882a100d23fffff,751.8830723443969,1949,76,1.0,3.0,15.97492118304578,4,S2,SINGLE_FAMILY,entry,MIDTOWN,2611442.0,2198842.2,108582.25,0.051946767387789076
2024-10-26 13:15:43.572621056,3141445,882a100d23fffff,1493.0113088206456,1987,38,2.0,2.0,10.6808143924531,3,D4,ELEVATOR,luxury,PARK_SLOPE,2611442.0,3239223.5,97778.5,0.031125326084015477
2024-10-30 06:17:25.742904864,3134759,882a100d23fffff,1586.3030024954994,2015,10,1.0,1.0,27.02501512175076,2,A1,ELEVATOR,premium,HARLEM,2611442.0,2884858.8,-249900.25,0.07971912673350647
2024-11-02 23:19:07.913188672,3010961,882a100d61fffff,1094.4207435191638,1983,42,,5.0,7.8044684062538465,4,R4,SMALL_MULTI,luxury,ASTORIA,2680327.0,3028299.5,17338.5,0.005758460504802288
2024-11-06 16:20:50.083472480,2782105,882a1072b9fffff,1217.2070977320127,2011,14,1.0,1.0,11.310492457983951,4,B2,SINGLE_FAMILY,core,HARLEM,2689682.0,2572465.0,-209640.0,0.07535301507311909
2024-11-10 09:22:32.253756288,2171331,882a100d61fffff,548.1338634149051,1997,28,4.0,5.0,27.523511276380688,4,B2,SMALL_MULTI,premium,MIDTOWN,2680327.0,2381891.5,210560.5,0.09697300872137873
2024-11-14 02:24:14.424040096,2599846,882a100d2dfffff,,1893,132,1.0,1.0,15.113876875039551,4,A1,WALKUP,luxury,HARLEM,2658528.0,2884495.8,284649.75,0.10948715808551737
2024-11-17 19:25:56.594323904,2900590,882a1072b9fffff,1177.4079223312149,1982,43,1.0,1.0,14.173117214270846,3,D4,SINGLE_FAMILY,luxury,PARK_SLOPE,2689682.0,3193095.5,292505.5,0.10084344909139176
2024-11-21 12:27:38.764607712,3025607,882a100d23fffff,2379.3568909634887,1895,130,2.0,3.0,7.366241972070958,4,R4,WALKUP,core,PARK_SLOPE,2611442.0,2957358.0,-68249.0,0.022557126553448614
2024-11-25 05:29:20.934891488,2540151,882a100d61fffff,699.6148384016263,1921,104,,4.0,19.69790697663027,1,C6,SMALL_MULTI,luxury,MIDTOWN,2680327.0,2669848.5,129697.5,0.05105897247840778
2024-11-28 22:31:03.105175296,3399143,882a100d23fffff,1858.8797574385967,1995,30,1.0,1.0,0.5995680594222185,3,A1,WALKUP,luxury,WILLIAMSBURG,2611442.0,3225296.0,-173847.0,0.051144361975945116
2024-12-02 15:32:45.275459104,2879212,882a100d23fffff,1648.5864480596135,1904,121,1.0,1.0,1.5764511057237602,1,D4,SINGLE_FAMILY,core,HARLEM,2611442.0,2767927.8,-111284.25,0.038650939909947585
2024-12-06 08:34:27.445742912,2759600,882a100d2dfffff,1326.2863820205614,2011,14,1.0,3.0,16.862168722375316,2,C6,ELEVATOR,premium,WILLIAMSBURG,2658528.0,2782228.2,22628.25,0.008199829685461662
2024-12-10 01:36:09.616026720,3363780,882a1072b9fffff,1991.37921788781,1985,40,1.0,1.0,9.698553152153025,3,B2,SINGLE_FAMILY,luxury,WILLIAMSBURG,2689682.0,3420272.0,56492.0,0.016794201761113986
2024-12-13 18:37:51.786310528,2870814,882a100d2dfffff,1367.4474626730882,1895,130,1.0,2.0,26.702195147186703,3,B2,SINGLE_FAMILY,luxury,CHELSEA,2658528.0,3020929.0,150115.0,0.05229004735242339
2024-12-17 11:39:33.956594336,2925974,882a100d2dfffff,1375.121638050568,2001,24,3.0,3.0,25.30870120209344,4,C6,SINGLE_FAMILY,luxury,MIDTOWN,2658528.0,3070603.2,144629.25,0.04942943785556536
2024-12-21 04:41:16.126878144,2130912,882a100d2dfffff,1176.0957061421043,2009,16,1.0,2.0,20.041033991212466,3,A1,SINGLE_FAMILY,entry,ASTORIA,2658528.0,2550680.8,419768.75,0.19699018542295504
2024-12-24 21:42:58.297161952,2844094,882a100d23fffff,1750.6059970883823,2012,13,1.0,1.0,22.94444715535288,3,B2,SINGLE_FAMILY,core,PARK_SLOPE,2611442.0,2875560.2,31466.25,0.011063716600084244
2024-12-28 14:44:40.467445760,2631115,882a100d2dfffff,1693.4111552148977,1956,69,4.0,5.0,18.751825420761875,1,R4,SINGLE_FAMILY,entry,PARK_SLOPE,2658528.0,2656008.0,24893.0,0.009461007975706117
2025-01-01 07:46:22.637729568,2544848,882a100d2dfffff,918.4452206267044,1995,30,2.0,2.0,3.6911824553424673,3,S2,ELEVATOR,core,MIDTOWN,2658528.0,2661823.0,116975.0,0.04596541718798137
2025-01-05 00:48:04.808013376,2213905,882a1072b9fffff,606.3387624305547,1932,93,1.0,1.0,21.482105677359836,1,C6,SINGLE_FAMILY,premium,FLUSHING,2689682.0,2328665.8,114760.75,0.05183634799144498
2025-01-08 17:49:46.978297184,2815897,882a1072b9fffff,,1985,40,1.0,1.0,6.043336730383929,1,C6,SINGLE_FAMILY,premium,FLUSHING,2689682.0,2882457.0,66560.0,0.023637228208276084
2025-01-12 10:51:29.148580992,3171434,882a100d2dfffff,839.982646021059,1970,55,3.0,3.0,9.19171137178547,3,B2,ELEVATOR,luxury,FLUSHING,2658528.0,2838632.0,-332802.0,0.10493738794501163
2025-01-16 03:53:11.318864800,2296538,882a1072b9fffff,1171.41394142309,1930,95,1.0,1.0,22.974711096447283,4,A1,WALKUP,core,ASTORIA,2689682.0,2379521.8,82983.75,0.036134281252911994
2025-01-19 20:54:53.489148608,3168435,882a1072b9fffff,1756.8471606078626,1924,101,2.0,2.0,15.11541191333786,3,R4,ELEVATOR,premium,PARK_SLOPE,2689682.0,2999158.2,-169276.75,0.05342598159659264
2025-01-23 13:56:35.659432416,2402585,882a100d2dfffff,994.2142552109444,1911,114,1.0,1.0,24.106351854298776,3,A1,SINGLE_FAMILY,core,MIDTOWN,2658528.0,2314234.5,-88350.5,0.03677310063951952
2025-01-27 06:58:17.829716224,2782041,882a100d23fffff,1180.7294784097912,2001,24,3.0,5.0,6.122381891642744,3,D4,SINGLE_FAMILY,premium,PARK_SLOPE,2611442.0,2771326.5,-10714.5,0.003851309164746314
2025-01-31 00:00:00.000000000,2357146,882a100d2dfffff,1226.110230663778,1900,125,1.0,2.0,17.096240593271464,4,D4,SINGLE_FAMILY,entry,WILLIAMSBURG,2658528.0,2353993.2,-3152.75,0.0013375285196589434
